Order Date,Ship Mode,Number of Records,Days to Ship Actual,Days to Ship Scheduled
20/7/2011,Same Day,1,0,0
20/7/2011,First Class,1,2,1
20/7/2011,First Class,1,2,1
20/7/2011,First Class,1,2,1
20/7/2011,First Class,1,2,1
20/7/2011,First Class,1,2,1
20/7/2011,First Class,1,2,1
20/7/2011,First Class,1,3,1
20/7/2011,First Class,1,3,1
20/7/2011,First Class,1,3,1
20/7/2011,First Class,1,3,1
20/7/2011,Standard Class,1,4,6
20/7/2011,Standard Class,1,4,6
20/7/2011,Standard Class,1,4,6
21/7/2011,Standard Class,1,4,6
21/7/2011,Standard Class,1,4,6
21/7/2011,Standard Class,1,4,6
21/7/2011,Standard Class,1,4,6
21/7/2011,Standard Class,1,4,6
21/7/2011,Standard Class,1,4,6
21/7/2011,Standard Class,1,4,6
21/7/2011,Standard Class,1,6,6
22/7/2011,Second Class,1,2,3
22/7/2011,Second Class,1,2,3
22/7/2011,Second Class,1,2,3
22/7/2011,Second Class,1,2,3
22/7/2011,Second Class,1,2,3
22/7/2011,Standard Class,1,5,6
22/7/2011,Standard Class,1,5,6
22/7/2011,Standard Class,1,6,6
23/7/2011,First Class,1,1,1
23/7/2011,Standard Class,1,4,6
23/7/2011,Standard Class,1,4,6
23/7/2011,Standard Class,1,4,6
23/7/2011,Standard Class,1,4,6
23/7/2011,Standard Class,1,4,6
23/7/2011,Standard Class,1,4,6
23/7/2011,Standard Class,1,4,6
23/7/2011,Standard Class,1,4,6
25/7/2011,Second Class,1,2,3
25/7/2011,Second Class,1,2,3
25/7/2011,Second Class,1,2,3
25/7/2011,Second Class,1,2,3
25/7/2011,Second Class,1,2,3
26/7/2011,Standard Class,1,4,6
26/7/2011,Second Class,1,4,3
26/7/2011,Standard Class,1,4,6
26/7/2011,Standard Class,1,4,6
26/7/2011,Standard Class,1,4,6
26/7/2011,Standard Class,1,4,6
26/7/2011,Standard Class,1,4,6
26/7/2011,Standard Class,1,6,6
26/7/2011,Standard Class,1,6,6
26/7/2011,Standard Class,1,6,6
26/7/2011,Standard Class,1,6,6
26/7/2011,Standard Class,1,7,6
26/7/2011,Standard Class,1,7,6
26/7/2011,Standard Class,1,7,6
26/7/2011,Standard Class,1,7,6
27/7/2011,Second Class,1,2,3
27/7/2011,Second Class,1,3,3
27/7/2011,Standard Class,1,6,6
28/7/2011,Same Day,1,0,0
28/7/2011,Same Day,1,0,0
28/7/2011,Same Day,1,0,0
30/7/2011,Standard Class,1,6,6
1/8/2011,First Class,1,2,1
1/8/2011,Standard Class,1,4,6
1/8/2011,Standard Class,1,4,6
1/8/2011,Standard Class,1,4,6
1/8/2011,Standard Class,1,4,6
1/8/2011,Standard Class,1,5,6
2/8/2011,Standard Class,1,6,6
2/8/2011,Standard Class,1,6,6
2/8/2011,Standard Class,1,6,6
3/8/2011,First Class,1,2,1
3/8/2011,First Class,1,2,1
3/8/2011,Second Class,1,2,3
3/8/2011,Standard Class,1,5,6
3/8/2011,Standard Class,1,5,6
3/8/2011,Standard Class,1,5,6
4/8/2011,Standard Class,1,4,6
4/8/2011,Standard Class,1,4,6
4/8/2011,Standard Class,1,4,6
4/8/2011,Second Class,1,5,3
4/8/2011,Second Class,1,5,3
4/8/2011,Second Class,1,5,3
4/8/2011,Second Class,1,5,3
4/8/2011,Second Class,1,5,3
4/8/2011,Second Class,1,5,3
5/8/2011,Second Class,1,2,3
5/8/2011,Second Class,1,2,3
5/8/2011,Second Class,1,2,3
5/8/2011,Standard Class,1,4,6
5/8/2011,Standard Class,1,4,6
5/8/2011,Standard Class,1,4,6
5/8/2011,Standard Class,1,6,6
5/8/2011,Standard Class,1,6,6
5/8/2011,Standard Class,1,6,6
5/8/2011,Standard Class,1,6,6
5/8/2011,Standard Class,1,6,6
5/8/2011,Standard Class,1,7,6
6/8/2011,Standard Class,1,5,6
6/8/2011,Second Class,1,5,3
8/8/2011,Second Class,1,2,3
8/8/2011,Second Class,1,3,3
8/8/2011,Standard Class,1,4,6
8/8/2011,Standard Class,1,4,6
8/8/2011,Standard Class,1,4,6
8/8/2011,Standard Class,1,4,6
8/8/2011,Standard Class,1,4,6
8/8/2011,Standard Class,1,6,6
8/8/2011,Standard Class,1,6,6
8/8/2011,Standard Class,1,7,6
8/8/2011,Standard Class,1,7,6
8/8/2011,Standard Class,1,7,6
8/8/2011,Standard Class,1,7,6
9/8/2011,Standard Class,1,4,6
9/8/2011,Standard Class,1,4,6
9/8/2011,Standard Class,1,4,6
9/8/2011,Standard Class,1,4,6
9/8/2011,Standard Class,1,4,6
9/8/2011,Standard Class,1,5,6
9/8/2011,Standard Class,1,7,6
9/8/2011,Standard Class,1,7,6
9/8/2011,Standard Class,1,7,6
11/8/2011,Standard Class,1,4,6
11/8/2011,Standard Class,1,4,6
11/8/2011,Standard Class,1,4,6
11/8/2011,Standard Class,1,5,6
12/8/2011,First Class,1,1,1
12/8/2011,First Class,1,1,1
12/8/2011,Standard Class,1,4,6
12/8/2011,Standard Class,1,4,6
12/8/2011,Standard Class,1,4,6
12/8/2011,Standard Class,1,4,6
12/8/2011,Standard Class,1,4,6
12/8/2011,Standard Class,1,4,6
12/8/2011,Standard Class,1,4,6
12/8/2011,Standard Class,1,4,6
12/8/2011,Standard Class,1,4,6
15/8/2011,First Class,1,2,1
15/8/2011,First Class,1,2,1
15/8/2011,First Class,1,3,1
15/8/2011,First Class,1,3,1
15/8/2011,Standard Class,1,4,6
15/8/2011,Standard Class,1,4,6
15/8/2011,Standard Class,1,4,6
15/8/2011,Standard Class,1,4,6
15/8/2011,Standard Class,1,4,6
16/8/2011,Standard Class,1,4,6
17/8/2011,Standard Class,1,4,6
17/8/2011,Standard Class,1,4,6
17/8/2011,Standard Class,1,4,6
17/8/2011,Standard Class,1,4,6
17/8/2011,Standard Class,1,6,6
19/8/2011,Second Class,1,2,3
19/8/2011,Second Class,1,2,3
19/8/2011,Second Class,1,2,3
19/8/2011,Second Class,1,2,3
19/8/2011,Standard Class,1,4,6
19/8/2011,Standard Class,1,5,6
19/8/2011,Standard Class,1,7,6
20/8/2011,Second Class,1,5,3
20/8/2011,Standard Class,1,5,6
20/8/2011,Standard Class,1,5,6
20/8/2011,Standard Class,1,5,6
22/8/2011,Second Class,1,2,3
22/8/2011,First Class,1,3,1
22/8/2011,Second Class,1,3,3
23/8/2011,Same Day,1,0,0
23/8/2011,Same Day,1,0,0
23/8/2011,Standard Class,1,4,6
23/8/2011,Standard Class,1,4,6
23/8/2011,Standard Class,1,4,6
23/8/2011,Standard Class,1,4,6
23/8/2011,Standard Class,1,4,6
23/8/2011,Second Class,1,4,3
23/8/2011,Standard Class,1,4,6
23/8/2011,Second Class,1,5,3
24/8/2011,Same Day,1,0,0
24/8/2011,First Class,1,2,1
24/8/2011,First Class,1,2,1
24/8/2011,Second Class,1,2,3
25/8/2011,Second Class,1,2,3
25/8/2011,Second Class,1,2,3
25/8/2011,Second Class,1,2,3
25/8/2011,Second Class,1,2,3
25/8/2011,Standard Class,1,4,6
25/8/2011,Standard Class,1,4,6
25/8/2011,Standard Class,1,4,6
25/8/2011,Standard Class,1,4,6
25/8/2011,Standard Class,1,4,6
25/8/2011,Standard Class,1,4,6
25/8/2011,Standard Class,1,5,6
25/8/2011,Standard Class,1,5,6
25/8/2011,Standard Class,1,5,6
25/8/2011,Standard Class,1,5,6
26/8/2011,Standard Class,1,4,6
26/8/2011,Standard Class,1,6,6
26/8/2011,Standard Class,1,6,6
26/8/2011,Standard Class,1,6,6
26/8/2011,Standard Class,1,6,6
26/8/2011,Standard Class,1,6,6
27/8/2011,First Class,1,2,1
27/8/2011,First Class,1,2,1
27/8/2011,First Class,1,2,1
27/8/2011,Second Class,1,3,3
27/8/2011,Second Class,1,5,3
27/8/2011,Second Class,1,5,3
27/8/2011,Second Class,1,5,3
29/8/2011,Same Day,1,0,0
29/8/2011,Same Day,1,0,0
29/8/2011,Second Class,1,4,3
29/8/2011,Second Class,1,4,3
29/8/2011,Second Class,1,4,3
30/8/2011,Standard Class,1,5,6
30/8/2011,Standard Class,1,5,6
31/8/2011,Standard Class,1,5,6
1/9/2011,First Class,1,3,1
1/9/2011,First Class,1,3,1
1/9/2011,Standard Class,1,4,6
1/9/2011,Second Class,1,4,3
1/9/2011,Standard Class,1,4,6
2/9/2011,First Class,1,1,1
2/9/2011,First Class,1,1,1
2/9/2011,First Class,1,2,1
2/9/2011,First Class,1,3,1
2/9/2011,First Class,1,3,1
2/9/2011,Standard Class,1,5,6
2/9/2011,Second Class,1,5,3
2/9/2011,Standard Class,1,5,6
2/9/2011,Standard Class,1,6,6
3/9/2011,Same Day,1,0,0
3/9/2011,First Class,1,1,1
5/9/2011,First Class,1,2,1
5/9/2011,Standard Class,1,5,6
6/9/2011,First Class,1,3,1
6/9/2011,First Class,1,3,1
7/9/2011,First Class,1,3,1
7/9/2011,First Class,1,3,1
7/9/2011,First Class,1,3,1
7/9/2011,First Class,1,3,1
7/9/2011,First Class,1,3,1
7/9/2011,Second Class,1,5,3
7/9/2011,Second Class,1,5,3
7/9/2011,Second Class,1,5,3
7/9/2011,Second Class,1,5,3
7/9/2011,Second Class,1,5,3
7/9/2011,Second Class,1,5,3
7/9/2011,Second Class,1,5,3
7/9/2011,Second Class,1,5,3
7/9/2011,Standard Class,1,6,6
7/9/2011,Standard Class,1,6,6
7/9/2011,Standard Class,1,6,6
7/9/2011,Standard Class,1,6,6
7/9/2011,Standard Class,1,6,6
7/9/2011,Standard Class,1,6,6
7/9/2011,Standard Class,1,6,6
7/9/2011,Standard Class,1,6,6
7/9/2011,Standard Class,1,6,6
7/9/2011,Standard Class,1,7,6
7/9/2011,Standard Class,1,7,6
7/9/2011,Standard Class,1,7,6
8/9/2011,First Class,1,3,1
8/9/2011,First Class,1,3,1
8/9/2011,Standard Class,1,4,6
8/9/2011,Standard Class,1,4,6
8/9/2011,Standard Class,1,4,6
8/9/2011,Standard Class,1,4,6
8/9/2011,Standard Class,1,4,6
8/9/2011,Standard Class,1,4,6
8/9/2011,Standard Class,1,4,6
8/9/2011,Standard Class,1,4,6
8/9/2011,Standard Class,1,4,6
8/9/2011,Standard Class,1,5,6
8/9/2011,Second Class,1,5,3
8/9/2011,Standard Class,1,5,6
8/9/2011,Standard Class,1,5,6
8/9/2011,Standard Class,1,5,6
8/9/2011,Standard Class,1,5,6
8/9/2011,Standard Class,1,6,6
8/9/2011,Standard Class,1,6,6
8/9/2011,Standard Class,1,6,6
8/9/2011,Standard Class,1,6,6
8/9/2011,Standard Class,1,6,6
8/9/2011,Standard Class,1,6,6
8/9/2011,Standard Class,1,6,6
8/9/2011,Standard Class,1,7,6
8/9/2011,Standard Class,1,7,6
8/9/2011,Standard Class,1,7,6
9/9/2011,First Class,1,2,1
9/9/2011,First Class,1,2,1
9/9/2011,Second Class,1,3,3
9/9/2011,Second Class,1,3,3
9/9/2011,Second Class,1,3,3
9/9/2011,Second Class,1,3,3
9/9/2011,Standard Class,1,4,6
9/9/2011,Second Class,1,5,3
9/9/2011,Second Class,1,5,3
9/9/2011,Second Class,1,5,3
9/9/2011,Second Class,1,5,3
9/9/2011,Second Class,1,5,3
9/9/2011,Standard Class,1,6,6
10/9/2011,First Class,1,3,1
10/9/2011,First Class,1,3,1
10/9/2011,Standard Class,1,4,6
10/9/2011,Standard Class,1,6,6
10/9/2011,Standard Class,1,6,6
11/9/2011,Standard Class,1,5,6
12/9/2011,First Class,1,1,1
12/9/2011,Second Class,1,4,3
12/9/2011,Second Class,1,5,3
12/9/2011,Standard Class,1,5,6
12/9/2011,Standard Class,1,5,6
12/9/2011,Standard Class,1,5,6
12/9/2011,Standard Class,1,5,6
12/9/2011,Standard Class,1,7,6
12/9/2011,Standard Class,1,7,6
12/9/2011,Standard Class,1,7,6
12/9/2011,Standard Class,1,7,6
13/9/2011,Same Day,1,0,0
13/9/2011,Same Day,1,0,0
13/9/2011,Same Day,1,0,0
13/9/2011,Same Day,1,0,0
13/9/2011,Same Day,1,0,0
13/9/2011,Same Day,1,0,0
13/9/2011,Same Day,1,0,0
13/9/2011,Same Day,1,0,0
13/9/2011,First Class,1,3,1
13/9/2011,First Class,1,3,1
13/9/2011,Standard Class,1,4,6
13/9/2011,Standard Class,1,4,6
13/9/2011,Standard Class,1,4,6
13/9/2011,Second Class,1,5,3
13/9/2011,Standard Class,1,6,6
14/9/2011,Same Day,1,0,0
14/9/2011,Same Day,1,0,0
14/9/2011,Same Day,1,0,0
14/9/2011,Same Day,1,0,0
14/9/2011,Same Day,1,0,0
14/9/2011,Same Day,1,0,0
14/9/2011,Same Day,1,0,0
14/9/2011,Second Class,1,4,3
14/9/2011,Second Class,1,4,3
14/9/2011,Second Class,1,4,3
14/9/2011,Second Class,1,4,3
14/9/2011,Second Class,1,4,3
14/9/2011,Second Class,1,4,3
14/9/2011,Standard Class,1,5,6
14/9/2011,Standard Class,1,5,6
14/9/2011,Standard Class,1,5,6
14/9/2011,Standard Class,1,5,6
14/9/2011,Standard Class,1,5,6
14/9/2011,Standard Class,1,5,6
15/9/2011,Standard Class,1,4,6
15/9/2011,Standard Class,1,5,6
15/9/2011,Standard Class,1,5,6
16/9/2011,First Class,1,3,1
17/9/2011,Standard Class,1,4,6
17/9/2011,Standard Class,1,4,6
17/9/2011,Standard Class,1,4,6
17/9/2011,Standard Class,1,4,6
17/9/2011,Standard Class,1,4,6
17/9/2011,Standard Class,1,4,6
17/9/2011,Standard Class,1,5,6
17/9/2011,Standard Class,1,5,6
17/9/2011,Standard Class,1,5,6
17/9/2011,Standard Class,1,5,6
17/9/2011,Standard Class,1,5,6
17/9/2011,Standard Class,1,5,6
17/9/2011,Standard Class,1,7,6
17/9/2011,Standard Class,1,7,6
19/9/2011,Same Day,1,0,0
19/9/2011,Same Day,1,0,0
19/9/2011,Second Class,1,2,3
19/9/2011,Second Class,1,2,3
19/9/2011,Standard Class,1,4,6
19/9/2011,Standard Class,1,5,6
19/9/2011,Standard Class,1,5,6
19/9/2011,Standard Class,1,5,6
19/9/2011,Standard Class,1,5,6
20/9/2011,First Class,1,3,1
20/9/2011,First Class,1,3,1
20/9/2011,First Class,1,3,1
20/9/2011,First Class,1,3,1
20/9/2011,First Class,1,3,1
20/9/2011,First Class,1,3,1
20/9/2011,First Class,1,3,1
20/9/2011,First Class,1,3,1
20/9/2011,Standard Class,1,4,6
20/9/2011,Standard Class,1,4,6
20/9/2011,Standard Class,1,4,6
20/9/2011,Standard Class,1,4,6
20/9/2011,Standard Class,1,5,6
20/9/2011,Standard Class,1,5,6
20/9/2011,Standard Class,1,6,6
20/9/2011,Standard Class,1,6,6
20/9/2011,Standard Class,1,6,6
20/9/2011,Standard Class,1,6,6
21/9/2011,First Class,1,1,1
21/9/2011,First Class,1,1,1
21/9/2011,First Class,1,1,1
21/9/2011,First Class,1,2,1
21/9/2011,Second Class,1,2,3
21/9/2011,Second Class,1,2,3
21/9/2011,First Class,1,3,1
21/9/2011,First Class,1,3,1
21/9/2011,First Class,1,3,1
21/9/2011,Standard Class,1,4,6
21/9/2011,Standard Class,1,4,6
21/9/2011,Standard Class,1,4,6
21/9/2011,Standard Class,1,4,6
21/9/2011,Standard Class,1,4,6
21/9/2011,Standard Class,1,4,6
21/9/2011,Standard Class,1,4,6
22/9/2011,Second Class,1,2,3
22/9/2011,Standard Class,1,5,6
22/9/2011,Standard Class,1,6,6
22/9/2011,Standard Class,1,6,6
22/9/2011,Standard Class,1,7,6
22/9/2011,Standard Class,1,7,6
22/9/2011,Standard Class,1,7,6
22/9/2011,Standard Class,1,7,6
23/9/2011,First Class,1,2,1
23/9/2011,First Class,1,2,1
23/9/2011,Standard Class,1,4,6
23/9/2011,Standard Class,1,5,6
23/9/2011,Standard Class,1,5,6
23/9/2011,Standard Class,1,5,6
23/9/2011,Standard Class,1,5,6
23/9/2011,Standard Class,1,5,6
23/9/2011,Second Class,1,5,3
23/9/2011,Standard Class,1,5,6
23/9/2011,Standard Class,1,5,6
23/9/2011,Standard Class,1,7,6
24/9/2011,Standard Class,1,5,6
25/9/2011,Standard Class,1,5,6
25/9/2011,Standard Class,1,5,6
25/9/2011,Standard Class,1,5,6
25/9/2011,Standard Class,1,5,6
25/9/2011,Standard Class,1,5,6
26/9/2011,Same Day,1,0,0
26/9/2011,First Class,1,1,1
26/9/2011,First Class,1,1,1
26/9/2011,Standard Class,1,4,6
26/9/2011,Standard Class,1,4,6
26/9/2011,Standard Class,1,4,6
26/9/2011,Standard Class,1,4,6
26/9/2011,Standard Class,1,4,6
26/9/2011,Standard Class,1,4,6
26/9/2011,Standard Class,1,4,6
26/9/2011,Second Class,1,5,3
26/9/2011,Second Class,1,5,3
26/9/2011,Standard Class,1,5,6
27/9/2011,Standard Class,1,4,6
27/9/2011,Standard Class,1,4,6
27/9/2011,Standard Class,1,6,6
28/9/2011,Standard Class,1,5,6
28/9/2011,Standard Class,1,5,6
28/9/2011,Standard Class,1,5,6
28/9/2011,Standard Class,1,5,6
29/9/2011,Second Class,1,2,3
29/9/2011,Second Class,1,2,3
29/9/2011,Second Class,1,4,3
29/9/2011,Standard Class,1,4,6
29/9/2011,Standard Class,1,4,6
29/9/2011,Standard Class,1,4,6
29/9/2011,Second Class,1,4,3
29/9/2011,Second Class,1,4,3
29/9/2011,Second Class,1,4,3
29/9/2011,Standard Class,1,4,6
29/9/2011,Standard Class,1,4,6
29/9/2011,Standard Class,1,4,6
29/9/2011,Standard Class,1,4,6
29/9/2011,Standard Class,1,4,6
29/9/2011,Standard Class,1,4,6
29/9/2011,Standard Class,1,4,6
29/9/2011,Standard Class,1,4,6
29/9/2011,Standard Class,1,5,6
29/9/2011,Standard Class,1,5,6
30/9/2011,Same Day,1,0,0
30/9/2011,Standard Class,1,4,6
30/9/2011,Standard Class,1,4,6
30/9/2011,Standard Class,1,4,6
30/9/2011,Standard Class,1,5,6
30/9/2011,Standard Class,1,6,6
1/10/2011,Standard Class,1,4,6
2/10/2011,First Class,1,3,1
2/10/2011,First Class,1,3,1
2/10/2011,First Class,1,3,1
2/10/2011,First Class,1,3,1
2/10/2011,First Class,1,3,1
2/10/2011,First Class,1,3,1
2/10/2011,First Class,1,3,1
3/10/2011,Same Day,1,0,0
3/10/2011,Same Day,1,0,0
3/10/2011,Same Day,1,0,0
3/10/2011,Standard Class,1,4,6
3/10/2011,Standard Class,1,4,6
3/10/2011,Standard Class,1,4,6
3/10/2011,Standard Class,1,4,6
3/10/2011,Standard Class,1,4,6
3/10/2011,Second Class,1,5,3
3/10/2011,Second Class,1,5,3
3/10/2011,Second Class,1,5,3
3/10/2011,Standard Class,1,6,6
3/10/2011,Standard Class,1,6,6
4/10/2011,First Class,1,2,1
4/10/2011,Standard Class,1,4,6
4/10/2011,Standard Class,1,4,6
4/10/2011,Standard Class,1,5,6
5/10/2011,First Class,1,1,1
5/10/2011,Second Class,1,5,3
6/10/2011,Second Class,1,2,3
6/10/2011,First Class,1,3,1
6/10/2011,Standard Class,1,4,6
6/10/2011,Standard Class,1,7,6
7/10/2011,Standard Class,1,5,6
7/10/2011,Standard Class,1,6,6
8/10/2011,Same Day,1,0,0
8/10/2011,Second Class,1,5,3
9/10/2011,Standard Class,1,5,6
9/10/2011,Standard Class,1,5,6
9/10/2011,Standard Class,1,6,6
10/10/2011,Same Day,1,0,0
10/10/2011,Same Day,1,0,0
10/10/2011,Same Day,1,0,0
10/10/2011,Same Day,1,0,0
10/10/2011,Same Day,1,0,0
10/10/2011,Standard Class,1,4,6
10/10/2011,Standard Class,1,5,6
10/10/2011,Standard Class,1,5,6
10/10/2011,Standard Class,1,5,6
10/10/2011,Standard Class,1,5,6
11/10/2011,First Class,1,2,1
11/10/2011,First Class,1,2,1
11/10/2011,Standard Class,1,4,6
11/10/2011,Standard Class,1,4,6
11/10/2011,Standard Class,1,4,6
11/10/2011,Standard Class,1,4,6
11/10/2011,Standard Class,1,4,6
11/10/2011,Standard Class,1,5,6
11/10/2011,Standard Class,1,5,6
12/10/2011,Standard Class,1,4,6
12/10/2011,Standard Class,1,4,6
12/10/2011,Standard Class,1,5,6
13/10/2011,First Class,1,2,1
13/10/2011,First Class,1,2,1
13/10/2011,First Class,1,2,1
13/10/2011,First Class,1,2,1
13/10/2011,First Class,1,2,1
13/10/2011,First Class,1,2,1
13/10/2011,First Class,1,2,1
13/10/2011,First Class,1,2,1
13/10/2011,Standard Class,1,4,6
13/10/2011,Second Class,1,5,3
13/10/2011,Second Class,1,5,3
14/10/2011,Second Class,1,2,3
14/10/2011,Second Class,1,2,3
14/10/2011,First Class,1,3,1
14/10/2011,First Class,1,3,1
14/10/2011,First Class,1,3,1
14/10/2011,Standard Class,1,4,6
14/10/2011,Standard Class,1,4,6
14/10/2011,Standard Class,1,6,6
14/10/2011,Standard Class,1,6,6
14/10/2011,Standard Class,1,6,6
15/10/2011,First Class,1,2,1
15/10/2011,First Class,1,2,1
15/10/2011,Standard Class,1,5,6
16/10/2011,Same Day,1,1,0
16/10/2011,Same Day,1,1,0
17/10/2011,Second Class,1,2,3
17/10/2011,Second Class,1,5,3
17/10/2011,Second Class,1,5,3
18/10/2011,Second Class,1,2,3
18/10/2011,Second Class,1,2,3
18/10/2011,Second Class,1,2,3
18/10/2011,Standard Class,1,4,6
18/10/2011,Standard Class,1,4,6
18/10/2011,Standard Class,1,4,6
18/10/2011,Standard Class,1,4,6
18/10/2011,Second Class,1,5,3
18/10/2011,Second Class,1,5,3
19/10/2011,Same Day,1,0,0
19/10/2011,Second Class,1,3,3
19/10/2011,Second Class,1,3,3
19/10/2011,Second Class,1,3,3
19/10/2011,Second Class,1,3,3
19/10/2011,Second Class,1,3,3
19/10/2011,Standard Class,1,5,6
20/10/2011,Second Class,1,2,3
20/10/2011,Second Class,1,2,3
20/10/2011,Second Class,1,2,3
20/10/2011,Second Class,1,2,3
20/10/2011,Second Class,1,2,3
20/10/2011,First Class,1,3,1
20/10/2011,First Class,1,3,1
20/10/2011,Second Class,1,5,3
21/10/2011,First Class,1,1,1
21/10/2011,First Class,1,1,1
21/10/2011,Standard Class,1,5,6
21/10/2011,Standard Class,1,5,6
21/10/2011,Standard Class,1,5,6
21/10/2011,Standard Class,1,5,6
22/10/2011,Standard Class,1,4,6
22/10/2011,Standard Class,1,6,6
24/10/2011,Same Day,1,0,0
24/10/2011,Standard Class,1,5,6
24/10/2011,Standard Class,1,5,6
25/10/2011,First Class,1,3,1
25/10/2011,Standard Class,1,4,6
25/10/2011,Standard Class,1,4,6
26/10/2011,Second Class,1,4,3
26/10/2011,Second Class,1,4,3
27/10/2011,Standard Class,1,5,6
27/10/2011,Standard Class,1,5,6
28/10/2011,First Class,1,3,1
28/10/2011,First Class,1,3,1
28/10/2011,First Class,1,3,1
28/10/2011,First Class,1,3,1
28/10/2011,First Class,1,3,1
28/10/2011,Standard Class,1,4,6
29/10/2011,First Class,1,2,1
29/10/2011,Standard Class,1,4,6
29/10/2011,Standard Class,1,4,6
31/10/2011,Second Class,1,2,3
31/10/2011,Second Class,1,2,3
31/10/2011,Second Class,1,2,3
31/10/2011,Second Class,1,2,3
31/10/2011,Second Class,1,2,3
31/10/2011,Second Class,1,2,3
31/10/2011,Second Class,1,2,3
31/10/2011,Second Class,1,2,3
31/10/2011,Second Class,1,2,3
31/10/2011,Second Class,1,3,3
31/10/2011,Standard Class,1,4,6
31/10/2011,Standard Class,1,4,6
31/10/2011,Standard Class,1,4,6
31/10/2011,Standard Class,1,4,6
31/10/2011,Standard Class,1,4,6
31/10/2011,Standard Class,1,4,6
31/10/2011,Standard Class,1,4,6
31/10/2011,Standard Class,1,4,6
31/10/2011,Standard Class,1,4,6
1/11/2011,First Class,1,2,1
1/11/2011,First Class,1,2,1
1/11/2011,First Class,1,2,1
1/11/2011,Standard Class,1,4,6
1/11/2011,Standard Class,1,4,6
1/11/2011,Standard Class,1,4,6
1/11/2011,Standard Class,1,4,6
1/11/2011,Standard Class,1,4,6
1/11/2011,Standard Class,1,4,6
1/11/2011,Standard Class,1,4,6
1/11/2011,Standard Class,1,4,6
1/11/2011,Standard Class,1,4,6
1/11/2011,Standard Class,1,4,6
1/11/2011,Standard Class,1,6,6
1/11/2011,Standard Class,1,6,6
1/11/2011,Standard Class,1,7,6
1/11/2011,Standard Class,1,7,6
1/11/2011,Standard Class,1,7,6
1/11/2011,Standard Class,1,7,6
1/11/2011,Standard Class,1,7,6
2/11/2011,Standard Class,1,4,6
2/11/2011,Standard Class,1,4,6
2/11/2011,Standard Class,1,4,6
2/11/2011,Standard Class,1,4,6
2/11/2011,Standard Class,1,4,6
2/11/2011,Standard Class,1,4,6
2/11/2011,Standard Class,1,4,6
2/11/2011,Standard Class,1,4,6
2/11/2011,Standard Class,1,5,6
2/11/2011,Second Class,1,5,3
2/11/2011,Second Class,1,5,3
3/11/2011,Same Day,1,0,0
3/11/2011,Second Class,1,2,3
3/11/2011,Standard Class,1,4,6
3/11/2011,Standard Class,1,4,6
3/11/2011,Standard Class,1,4,6
3/11/2011,Standard Class,1,4,6
3/11/2011,Standard Class,1,4,6
3/11/2011,Standard Class,1,4,6
3/11/2011,Standard Class,1,4,6
3/11/2011,Standard Class,1,4,6
3/11/2011,Standard Class,1,5,6
3/11/2011,Standard Class,1,5,6
3/11/2011,Standard Class,1,5,6
3/11/2011,Standard Class,1,5,6
4/11/2011,Standard Class,1,4,6
4/11/2011,Second Class,1,4,3
4/11/2011,Second Class,1,4,3
4/11/2011,Standard Class,1,5,6
4/11/2011,Standard Class,1,5,6
4/11/2011,Standard Class,1,5,6
4/11/2011,Standard Class,1,5,6
4/11/2011,Standard Class,1,5,6
4/11/2011,Standard Class,1,6,6
4/11/2011,Standard Class,1,7,6
4/11/2011,Standard Class,1,7,6
4/11/2011,Standard Class,1,7,6
4/11/2011,Standard Class,1,7,6
4/11/2011,Standard Class,1,7,6
4/11/2011,Standard Class,1,7,6
5/11/2011,Same Day,1,0,0
5/11/2011,Standard Class,1,5,6
5/11/2011,Standard Class,1,5,6
5/11/2011,Standard Class,1,5,6
5/11/2011,Standard Class,1,5,6
5/11/2011,Standard Class,1,5,6
