Category,Order Date,Region,Profit,Quantity,Sales
Office Supplies,23/6/2011,South,2,9,20
Office Supplies,23/6/2011,South,0,1,3
Technology,23/6/2011,East,1,3,86
Furniture,24/6/2011,West,1,2,4
Office Supplies,25/6/2011,West,18,11,72
Office Supplies,25/6/2011,West,1,1,9
Technology,25/6/2011,West,20,5,264
Furniture,25/6/2011,West,11,5,448
Furniture,27/6/2011,South,22,1,86
Office Supplies,27/6/2011,South,0,5,306
Technology,27/6/2011,South,54,4,224
Furniture,28/6/2011,East,0,5,1228
Office Supplies,28/6/2011,East,-23,3,31
Office Supplies,28/6/2011,East,-2,3,3
Office Supplies,28/6/2011,East,117,4,336
Office Supplies,28/6/2011,East,15,8,41
Office Supplies,28/6/2011,Central,3,1,6
Office Supplies,29/6/2011,East,5,3,14
Office Supplies,29/6/2011,East,4,7,33
Office Supplies,30/6/2011,South,109,7,311
Office Supplies,30/6/2011,Central,2,4,5
Office Supplies,30/6/2011,West,10,5,32
Office Supplies,30/6/2011,Central,7,6,21
Office Supplies,30/6/2011,Central,9,5,26
Office Supplies,30/6/2011,East,109,7,335
Office Supplies,30/6/2011,East,3,3,7
Office Supplies,30/6/2011,East,1,1,3
Office Supplies,1/7/2011,South,-4,6,5
Technology,1/7/2011,South,72,2,576
Office Supplies,1/7/2011,West,7,5,20
Office Supplies,2/7/2011,East,2,1,6
Technology,2/7/2011,East,20,2,74
Office Supplies,4/7/2011,West,3,2,32
Office Supplies,4/7/2011,West,62,4,178
Office Supplies,4/7/2011,South,8,5,16
Office Supplies,4/7/2011,South,11,3,22
Office Supplies,5/7/2011,Central,-35,11,281
Office Supplies,5/7/2011,Central,-44,3,221
Furniture,5/7/2011,South,5,2,20
Furniture,5/7/2011,South,16,3,213
Office Supplies,5/7/2011,South,7,2,15
Office Supplies,5/7/2011,South,9,3,19
Office Supplies,5/7/2011,South,-7,5,10
Technology,5/7/2011,South,163,3,480
Office Supplies,5/7/2011,West,68,6,181
Office Supplies,5/7/2011,South,0,3,4
Technology,6/7/2011,East,175,1,560
Furniture,6/7/2011,West,48,2,478
Furniture,7/7/2011,East,-47,2,172
Furniture,7/7/2011,East,12,2,69
Furniture,8/7/2011,East,11,1,64
Furniture,8/7/2011,West,-88,3,502
Office Supplies,8/7/2011,West,69,6,197
Office Supplies,9/7/2011,West,14,6,42
Office Supplies,9/7/2011,West,1,1,3
Office Supplies,9/7/2011,West,4,4,24
Furniture,9/7/2011,West,7,1,120
Office Supplies,9/7/2011,West,2,2,6
Office Supplies,9/7/2011,West,5,6,14
Office Supplies,9/7/2011,West,16,5,32
Office Supplies,9/7/2011,Central,4,2,10
Office Supplies,9/7/2011,Central,4,3,14
Office Supplies,11/7/2011,Central,4,2,10
Technology,11/7/2011,Central,43,4,576
Technology,11/7/2011,East,48,3,165
Furniture,11/7/2011,East,214,3,855
Furniture,11/7/2011,East,52,9,124
Office Supplies,11/7/2011,East,6,5,18
Office Supplies,11/7/2011,East,23,4,49
Office Supplies,11/7/2011,East,7,5,14
Office Supplies,11/7/2011,East,83,5,177
Technology,11/7/2011,East,57,3,198
Office Supplies,12/7/2011,Central,13,9,36
Technology,12/7/2011,Central,3,4,24
Furniture,12/7/2011,Central,-15,3,512
Office Supplies,12/7/2011,Central,4,7,22
Office Supplies,12/7/2011,Central,1,2,3
Office Supplies,12/7/2011,Central,6,3,16
Office Supplies,12/7/2011,West,45,9,250
Technology,12/7/2011,West,29,8,256
Furniture,12/7/2011,West,-17,3,698
Office Supplies,12/7/2011,West,3,2,8
Furniture,12/7/2011,West,14,4,123
Office Supplies,12/7/2011,West,4,4,11
Furniture,13/7/2011,West,4,3,351
Office Supplies,14/7/2011,East,4,3,18
Furniture,14/7/2011,East,1,2,32
Office Supplies,14/7/2011,East,5,2,42
Technology,14/7/2011,East,-2,1,13
Technology,14/7/2011,East,-14,2,24
Office Supplies,14/7/2011,Central,-46,7,30
Office Supplies,14/7/2011,East,11,1,39
Technology,14/7/2011,Central,4,4,38
Office Supplies,14/7/2011,West,6,5,56
Office Supplies,15/7/2011,Central,3,3,7
Technology,15/7/2011,Central,1,3,3
Furniture,18/7/2011,West,-26,4,259
Office Supplies,18/7/2011,East,5,2,14
Furniture,19/7/2011,East,-4,1,71
Office Supplies,19/7/2011,East,2,1,4
Office Supplies,19/7/2011,East,10,2,21
Office Supplies,19/7/2011,West,2,2,6
Technology,19/7/2011,East,94,2,360
Office Supplies,20/7/2011,East,-22,3,27
Office Supplies,20/7/2011,East,-5,1,26
Furniture,20/7/2011,West,15,3,43
Office Supplies,20/7/2011,West,3,2,9
Office Supplies,20/7/2011,West,30,6,90
Office Supplies,20/7/2011,West,50,1,105
Office Supplies,20/7/2011,West,10,4,20
Office Supplies,20/7/2011,West,11,3,23
Office Supplies,20/7/2011,West,4,4,13
Office Supplies,20/7/2011,West,6,2,12
Office Supplies,20/7/2011,West,161,3,535
Technology,20/7/2011,West,15,2,42
Furniture,20/7/2011,Central,-140,2,981
Furniture,20/7/2011,Central,-14,5,17
Office Supplies,20/7/2011,Central,39,3,343
Furniture,21/7/2011,Central,-94,5,658
Furniture,21/7/2011,West,50,2,802
Furniture,21/7/2011,West,27,1,273
Office Supplies,21/7/2011,Central,-13,3,5
Office Supplies,21/7/2011,Central,-2,1,1
Office Supplies,21/7/2011,Central,30,5,88
Office Supplies,21/7/2011,West,26,5,99
Technology,21/7/2011,Central,10,2,36
Furniture,22/7/2011,West,72,3,718
Furniture,22/7/2011,West,19,3,170
Office Supplies,22/7/2011,Central,1,1,27
Office Supplies,22/7/2011,West,3,4,12
Office Supplies,22/7/2011,West,69,10,237
Office Supplies,22/7/2011,East,2,2,6
Technology,22/7/2011,East,58,2,160
Office Supplies,22/7/2011,West,6,6,20
Technology,23/7/2011,East,8,2,100
Office Supplies,23/7/2011,West,1,1,9
Office Supplies,23/7/2011,West,-6,5,8
Office Supplies,23/7/2011,West,12,5,41
Technology,23/7/2011,West,-30,10,479
Technology,23/7/2011,West,179,8,1024
Technology,23/7/2011,West,5,3,45
Technology,23/7/2011,West,38,3,302
Technology,23/7/2011,West,60,6,605
Furniture,25/7/2011,West,34,8,78
Office Supplies,25/7/2011,West,15,4,54
Office Supplies,25/7/2011,West,328,5,8188
Office Supplies,25/7/2011,West,3,1,6
Office Supplies,25/7/2011,West,5,4,16
Furniture,26/7/2011,Central,-10,3,17
Office Supplies,26/7/2011,Central,-29,3,124
Office Supplies,26/7/2011,Central,-12,2,5
Office Supplies,26/7/2011,Central,-3702,8,2178
Office Supplies,26/7/2011,Central,-13,5,9
Office Supplies,26/7/2011,Central,-27,4,17
Technology,26/7/2011,Central,-27,9,431
Furniture,26/7/2011,South,18,2,68
Furniture,26/7/2011,South,9,3,26
Office Supplies,26/7/2011,South,77,13,163
Technology,26/7/2011,West,35,7,112
Furniture,26/7/2011,West,-110,3,674
Furniture,26/7/2011,West,36,9,134
Technology,26/7/2011,West,70,3,171
Technology,26/7/2011,West,114,2,912
Technology,27/7/2011,West,38,2,238
Office Supplies,27/7/2011,West,0,2,276
Office Supplies,27/7/2011,East,32,11,66
Furniture,28/7/2011,South,13,6,130
Office Supplies,28/7/2011,South,17,7,49
Office Supplies,28/7/2011,South,5,5,14
Furniture,30/7/2011,West,260,8,1368
Office Supplies,1/8/2011,West,7,3,20
Furniture,1/8/2011,South,12,4,44
Office Supplies,1/8/2011,South,10,1,63
Office Supplies,1/8/2011,South,6,3,18
Office Supplies,1/8/2011,South,29,2,78
Office Supplies,1/8/2011,East,2,2,6
Office Supplies,2/8/2011,Central,13,5,27
Office Supplies,2/8/2011,Central,226,2,838
Technology,2/8/2011,Central,9,2,21
Furniture,3/8/2011,West,-162,2,219
Office Supplies,3/8/2011,West,0,1,3
Office Supplies,3/8/2011,West,34,3,93
Office Supplies,3/8/2011,East,19,2,40
Office Supplies,3/8/2011,East,6,2,21
Office Supplies,3/8/2011,East,27,10,102
Office Supplies,4/8/2011,East,28,2,102
Office Supplies,4/8/2011,East,125,13,260
Technology,4/8/2011,East,105,9,255
Office Supplies,4/8/2011,West,305,3,1090
Office Supplies,4/8/2011,West,4,5,16
Office Supplies,4/8/2011,West,5,1,13
Office Supplies,4/8/2011,West,219,8,448
Office Supplies,4/8/2011,West,8,5,159
Technology,4/8/2011,West,35,5,400
Furniture,5/8/2011,East,295,5,1133
Office Supplies,5/8/2011,East,22,3,79
Office Supplies,5/8/2011,East,2,2,5
Furniture,5/8/2011,West,21,7,340
Office Supplies,5/8/2011,West,10,3,21
Office Supplies,5/8/2011,West,53,2,111
Office Supplies,5/8/2011,West,13,2,46
Office Supplies,5/8/2011,West,1,2,16
Office Supplies,5/8/2011,East,7,7,16
Technology,5/8/2011,West,2,1,16
Technology,5/8/2011,East,37,1,136
Furniture,5/8/2011,Central,42,2,489
Technology,6/8/2011,East,84,2,200
Technology,6/8/2011,South,23,3,63
Furniture,8/8/2011,South,-8,4,155
Office Supplies,8/8/2011,West,110,11,423
Furniture,8/8/2011,Central,23,6,54
Office Supplies,8/8/2011,Central,37,3,168
Office Supplies,8/8/2011,Central,17,3,38
Technology,8/8/2011,Central,275,1,550
Technology,8/8/2011,Central,84,2,300
Furniture,8/8/2011,West,-3,4,121
Technology,8/8/2011,West,-11,3,96
Furniture,8/8/2011,West,92,8,328
Office Supplies,8/8/2011,West,22,2,76
Technology,8/8/2011,West,435,3,1200
Technology,8/8/2011,West,56,5,446
Office Supplies,9/8/2011,West,-7,5,9
Office Supplies,9/8/2011,West,644,7,2061
Office Supplies,9/8/2011,West,-1,3,4
Technology,9/8/2011,West,68,4,1091
Technology,9/8/2011,West,-44,2,219
Office Supplies,9/8/2011,West,3,1,6
Office Supplies,9/8/2011,South,5,3,16
Office Supplies,9/8/2011,West,10,8,21
Technology,9/8/2011,South,22,2,178
Furniture,11/8/2011,West,5,1,12
Office Supplies,11/8/2011,West,11,1,41
Office Supplies,11/8/2011,West,11,2,23
Office Supplies,11/8/2011,East,19,1,375
Office Supplies,12/8/2011,South,7,3,14
Technology,12/8/2011,South,98,13,273
Furniture,12/8/2011,West,32,3,85
Office Supplies,12/8/2011,East,98,7,196
Office Supplies,12/8/2011,South,16,6,211
Office Supplies,12/8/2011,South,4,5,48
Office Supplies,12/8/2011,South,1,1,3
Office Supplies,12/8/2011,South,11,6,31
Office Supplies,12/8/2011,South,-1,2,6
Technology,12/8/2011,West,50,8,806
Technology,12/8/2011,South,42,7,159
Office Supplies,15/8/2011,South,17,5,152
Office Supplies,15/8/2011,South,30,5,91
Office Supplies,15/8/2011,Central,-53,8,31
Office Supplies,15/8/2011,East,30,3,63
Furniture,15/8/2011,West,-12,4,195
Office Supplies,15/8/2011,West,43,3,153
Office Supplies,15/8/2011,West,6,4,18
Office Supplies,15/8/2011,West,15,3,46
Office Supplies,15/8/2011,West,42,3,93
Furniture,16/8/2011,East,-227,6,853
Office Supplies,17/8/2011,South,8,4,18
Office Supplies,17/8/2011,South,5,7,13
Office Supplies,17/8/2011,South,53,5,114
Technology,17/8/2011,South,122,4,340
Office Supplies,17/8/2011,Central,5,3,16
Furniture,19/8/2011,West,26,7,289
Office Supplies,19/8/2011,East,-59,4,77
Office Supplies,19/8/2011,East,1,2,9
Office Supplies,19/8/2011,West,23,2,69
Office Supplies,19/8/2011,South,10,3,345
Office Supplies,19/8/2011,East,2,2,11
Furniture,19/8/2011,South,172,9,639
Furniture,20/8/2011,Central,-6,2,421
Furniture,20/8/2011,South,145,13,500
Office Supplies,20/8/2011,South,422,1,897
Office Supplies,20/8/2011,South,9,2,20
Office Supplies,22/8/2011,South,-2,3,8
Office Supplies,22/8/2011,Central,6,2,12
Office Supplies,22/8/2011,East,1,1,4
Office Supplies,23/8/2011,East,23,4,46
Office Supplies,23/8/2011,East,12,4,26
Furniture,23/8/2011,West,1,3,4
Office Supplies,23/8/2011,West,11,6,31
Office Supplies,23/8/2011,West,5,3,16
Office Supplies,23/8/2011,West,70,9,223
Office Supplies,23/8/2011,West,1,1,7
Office Supplies,23/8/2011,West,17,2,50
Technology,23/8/2011,West,11,9,144
Office Supplies,23/8/2011,Central,10,3,19
Office Supplies,24/8/2011,West,3,2,8
Furniture,24/8/2011,East,6,2,13
Office Supplies,24/8/2011,East,4,3,13
Office Supplies,24/8/2011,South,7,3,26
Office Supplies,25/8/2011,East,2,2,5
Office Supplies,25/8/2011,East,44,6,130
Office Supplies,25/8/2011,East,15,14,40
Office Supplies,25/8/2011,East,7,3,24
Furniture,25/8/2011,West,3,1,6
Office Supplies,25/8/2011,Central,-20,3,12
Office Supplies,25/8/2011,Central,-40,3,26
Office Supplies,25/8/2011,West,12,4,26
Office Supplies,25/8/2011,West,13,4,49
Technology,25/8/2011,West,30,5,95
Office Supplies,25/8/2011,East,-17,8,21
Office Supplies,25/8/2011,East,-2,3,3
Office Supplies,25/8/2011,East,-5,4,7
Technology,25/8/2011,West,76,7,1008
Technology,26/8/2011,West,23,8,177
Furniture,26/8/2011,East,4,4,11
Office Supplies,26/8/2011,East,2,1,3
Office Supplies,26/8/2011,East,8,3,17
Office Supplies,26/8/2011,East,3,3,9
Technology,26/8/2011,East,52,3,150
Furniture,27/8/2011,South,13,4,29
Furniture,27/8/2011,South,301,3,1203
Technology,27/8/2011,South,168,5,580
Office Supplies,27/8/2011,South,6,2,13
Office Supplies,27/8/2011,West,2,2,9
Office Supplies,27/8/2011,West,7,4,23
Technology,27/8/2011,West,16,3,213
Office Supplies,29/8/2011,West,54,2,110
Office Supplies,29/8/2011,West,6,2,13
Furniture,29/8/2011,South,-111,3,174
Office Supplies,29/8/2011,South,-337,4,505
Office Supplies,29/8/2011,South,11,2,30
Office Supplies,30/8/2011,East,12,5,25
Office Supplies,30/8/2011,East,10,3,96
Technology,31/8/2011,West,19,9,93
Office Supplies,1/9/2011,Central,-6,3,4
Office Supplies,1/9/2011,Central,11,6,31
Office Supplies,1/9/2011,East,8,2,24
Office Supplies,1/9/2011,West,16,3,54
Technology,1/9/2011,East,57,3,357
Office Supplies,2/9/2011,East,16,5,58
Office Supplies,2/9/2011,East,7,3,15
Office Supplies,2/9/2011,East,8,3,21
Furniture,2/9/2011,East,5,1,71
Office Supplies,2/9/2011,East,9,1,20
Office Supplies,2/9/2011,South,843,2,1794
Technology,2/9/2011,Central,54,3,240
Technology,2/9/2011,Central,-121,3,560
Technology,2/9/2011,Central,95,7,476
Office Supplies,3/9/2011,East,7,5,14
Office Supplies,3/9/2011,Central,-12,5,8
Furniture,5/9/2011,South,2,2,32
Office Supplies,5/9/2011,East,20,2,264
Furniture,6/9/2011,West,12,6,42
Office Supplies,6/9/2011,West,27,8,58
Furniture,7/9/2011,Central,-23,1,201
Office Supplies,7/9/2011,Central,4,3,22
Office Supplies,7/9/2011,Central,-5,2,3
Technology,7/9/2011,Central,-3,4,47
Technology,7/9/2011,Central,15,3,197
Furniture,7/9/2011,Central,214,6,822
Furniture,7/9/2011,Central,24,3,58
Office Supplies,7/9/2011,Central,20,3,43
Office Supplies,7/9/2011,Central,6,2,13
Office Supplies,7/9/2011,West,31,5,84
Office Supplies,7/9/2011,West,10,2,21
Office Supplies,7/9/2011,West,7,4,27
Technology,7/9/2011,Central,28,3,105
Furniture,7/9/2011,East,8,2,42
Furniture,7/9/2011,Central,45,2,162
Furniture,7/9/2011,Central,112,5,430
Office Supplies,7/9/2011,East,-15,1,65
Office Supplies,7/9/2011,Central,15,2,32
Office Supplies,7/9/2011,Central,6,2,20
Technology,7/9/2011,East,110,3,378
Technology,7/9/2011,East,-559,4,400
Technology,7/9/2011,East,4,3,32
Office Supplies,7/9/2011,Central,-7,3,4
Office Supplies,7/9/2011,Central,-534,5,305
Office Supplies,7/9/2011,Central,4,5,13
Technology,8/9/2011,South,30,4,84
Technology,8/9/2011,South,13,3,33
Furniture,8/9/2011,Central,-25,9,1740
Office Supplies,8/9/2011,Central,-454,5,178
Office Supplies,8/9/2011,Central,3,3,10
Office Supplies,8/9/2011,Central,7,6,32
Office Supplies,8/9/2011,Central,-59,3,276
Office Supplies,8/9/2011,East,4,2,17
Technology,8/9/2011,Central,-1360,8,8160
Technology,8/9/2011,Central,9,3,144
Technology,8/9/2011,West,8,2,50
Furniture,8/9/2011,East,13,2,173
Office Supplies,8/9/2011,Central,-79,4,51
Office Supplies,8/9/2011,South,22,9,45
Office Supplies,8/9/2011,West,3,2,9
Office Supplies,8/9/2011,East,2,2,4
Technology,8/9/2011,South,90,3,210
Furniture,8/9/2011,West,122,5,976
Office Supplies,8/9/2011,West,91,8,304
Office Supplies,8/9/2011,West,3,2,6
Office Supplies,8/9/2011,West,19,6,486
Office Supplies,8/9/2011,West,24,5,57
Office Supplies,8/9/2011,West,2,2,4
Office Supplies,8/9/2011,West,4,1,15
Furniture,8/9/2011,Central,-14,5,967
Office Supplies,8/9/2011,Central,6,2,18
Office Supplies,8/9/2011,Central,61,6,182
Furniture,9/9/2011,East,13,6,61
Office Supplies,9/9/2011,East,3,9,31
Furniture,9/9/2011,East,212,6,786
Office Supplies,9/9/2011,East,13,2,26
Office Supplies,9/9/2011,East,80,3,166
Office Supplies,9/9/2011,East,239,5,1326
Technology,9/9/2011,South,-572,2,1300
Furniture,9/9/2011,East,5,3,17
Office Supplies,9/9/2011,Central,3,3,11
Office Supplies,9/9/2011,East,5,3,16
Technology,9/9/2011,East,-5,6,65
Technology,9/9/2011,East,-32,1,136
Office Supplies,9/9/2011,Central,52,7,104
Furniture,10/9/2011,East,76,5,255
Office Supplies,10/9/2011,East,22,4,82
Office Supplies,10/9/2011,South,5,2,10
Furniture,10/9/2011,West,149,5,1487
Office Supplies,10/9/2011,West,8,7,22
Furniture,11/9/2011,West,22,3,128
Technology,12/9/2011,East,30,1,70
Office Supplies,12/9/2011,Central,-8,5,5
Furniture,12/9/2011,East,421,6,3785
Office Supplies,12/9/2011,East,-47,7,64
Office Supplies,12/9/2011,South,19,5,167
Office Supplies,12/9/2011,South,4,2,10
Technology,12/9/2011,South,2,1,15
Furniture,12/9/2011,Central,13,2,41
Office Supplies,12/9/2011,Central,149,2,332
Office Supplies,12/9/2011,Central,7,3,358
Technology,12/9/2011,Central,11,5,57
Furniture,13/9/2011,West,6,3,14
Office Supplies,13/9/2011,West,10,2,23
Office Supplies,13/9/2011,West,3,5,6
Office Supplies,13/9/2011,West,24,1,49
Office Supplies,13/9/2011,West,2,2,7
Technology,13/9/2011,West,76,2,200
Technology,13/9/2011,West,61,4,145
Technology,13/9/2011,West,20,2,118
Office Supplies,13/9/2011,East,5,3,16
Technology,13/9/2011,East,54,5,252
Furniture,13/9/2011,Central,-10,6,340
Office Supplies,13/9/2011,South,-12,7,19
Office Supplies,13/9/2011,West,6,5,79
Office Supplies,13/9/2011,East,-2,3,3
Office Supplies,13/9/2011,East,1,3,5
Furniture,14/9/2011,East,-108,9,464
Office Supplies,14/9/2011,East,198,2,601
Office Supplies,14/9/2011,East,31,7,68
Office Supplies,14/9/2011,East,21,9,45
Technology,14/9/2011,East,1372,4,2800
Technology,14/9/2011,East,4,1,17
Technology,14/9/2011,East,81,3,288
Furniture,14/9/2011,South,4,3,13
Furniture,14/9/2011,Central,-7,5,10
Office Supplies,14/9/2011,South,1,5,13
Office Supplies,14/9/2011,Central,-14,2,9
Office Supplies,14/9/2011,Central,-1,4,6
Office Supplies,14/9/2011,Central,2,2,7
Furniture,14/9/2011,South,53,5,142
Office Supplies,14/9/2011,East,5,3,11
Office Supplies,14/9/2011,East,9,5,449
Office Supplies,14/9/2011,South,3,2,7
Office Supplies,14/9/2011,Central,-131,2,52
Office Supplies,14/9/2011,Central,7,4,20
Furniture,15/9/2011,East,17,4,104
Furniture,15/9/2011,East,6,2,15
Office Supplies,15/9/2011,East,7,3,15
Office Supplies,16/9/2011,East,13,1,34
Furniture,17/9/2011,West,13,2,35
Office Supplies,17/9/2011,West,46,5,137
Office Supplies,17/9/2011,West,86,3,183
Office Supplies,17/9/2011,West,1,2,30
Office Supplies,17/9/2011,West,16,3,58
Office Supplies,17/9/2011,East,-4,4,6
Office Supplies,17/9/2011,West,5,3,38
Office Supplies,17/9/2011,West,0,2,5
Office Supplies,17/9/2011,West,13,5,40
Office Supplies,17/9/2011,West,46,6,149
Technology,17/9/2011,West,17,10,56
Technology,17/9/2011,West,-22,5,30
Office Supplies,17/9/2011,South,2,1,5
Technology,17/9/2011,South,13,2,48
Furniture,19/9/2011,East,177,7,887
Office Supplies,19/9/2011,West,0,3,6
Technology,19/9/2011,Central,-510,3,3060
Technology,19/9/2011,Central,-252,7,2520
Office Supplies,19/9/2011,West,25,6,93
Furniture,19/9/2011,West,-46,1,74
Office Supplies,19/9/2011,South,8,6,67
Office Supplies,19/9/2011,West,4,2,7
Technology,19/9/2011,South,-945,3,2625
Furniture,20/9/2011,Central,-70,5,493
Furniture,20/9/2011,East,-10,2,802
Furniture,20/9/2011,East,140,2,632
Office Supplies,20/9/2011,East,8,1,31
Office Supplies,20/9/2011,East,35,6,75
Technology,20/9/2011,Central,3,2,11
Technology,20/9/2011,East,157,5,630
Technology,20/9/2011,East,661,9,1350
Furniture,20/9/2011,East,36,3,363
Furniture,20/9/2011,East,51,3,164
Office Supplies,20/9/2011,West,4,2,9
Technology,20/9/2011,East,26,2,60
Furniture,20/9/2011,Central,-408,6,618
Office Supplies,20/9/2011,South,1,2,3
Office Supplies,20/9/2011,West,5,2,10
Office Supplies,20/9/2011,West,11,4,22
Office Supplies,20/9/2011,West,12,4,44
Office Supplies,20/9/2011,West,7,3,20
Office Supplies,21/9/2011,Central,11,3,36
Office Supplies,21/9/2011,Central,8,2,26
Office Supplies,21/9/2011,Central,3,1,6
Furniture,21/9/2011,Central,-7,2,9
Technology,21/9/2011,West,702,3,1800
Technology,21/9/2011,West,28,2,246
Office Supplies,21/9/2011,East,-5,3,7
Office Supplies,21/9/2011,East,7,9,21
Office Supplies,21/9/2011,East,4,3,11
Office Supplies,21/9/2011,West,15,3,60
Office Supplies,21/9/2011,West,37,5,78
Office Supplies,21/9/2011,West,7,2,16
